Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name,SMILES
292,Ambrosial,Musk,17092-92-1,Dihydroactinidiolide,CC1(CCCC2(C1=CC(=O)O2)C)C
293,Ambrosial,Musk,124-25-4,Tetradecanal,CCCCCCCCCCCCCC=O
294,Ambrosial,Musk,126-64-7,Linalyl benzoate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C
295,Ambrosial,Musk,54982-83-1,"1,4-Dioxacyclohexadecane-5,16-dione",C1CCCCCC(=O)OCCOC(=O)CCCC1
296,Ambrosial,Musk,15323-35-0,Phantolide,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C
297,Ambrosial,Musk,105-95-3,"1,4-Dioxacycloheptadecane-5,17-dione",C1CCCCCC(=O)OCCOC(=O)CCCCC1
298,Ambrosial,Musk,13171-00-1,Celestolide,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C
299,Ambrosial,Musk,16630-52-7,3-(Methylthio)butanal,CC(CC=O)SC
300,Ambrosial,Musk,81-15-2,Musk xylene,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-]
301,Ambrosial,Musk,29171-20-8,"3,7-Dimethyloct-6-en-1-yn-3-ol",CC(=CCCC(C)(C#C)O)C
302,Ambrosial,Musk,116-66-5,Moskene,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-]
303,Ambrosial,Musk,145-39-1,Musk tibetene,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C
304,Ambrosial,Musk,774-55-0,"1-(5,6,7,8-Tetrahydronaphthalen-2-yl)ethanone",CC(=O)C1=CC2=C(CCCC2)C=C1
305,Ambrosial,Musk,1725-01-5,"1,8-Dioxacycloheptadecan-9-one",C1CCCCOCCCCCCOC(=O)CCC1
306,Ambrosial,Musk,2040-10-0,"4'-Tert-Butyl-2',6'-dimethylacetophenone",CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C
307,Ambrosial,Musk,2550-52-9,Cyclohexadecanone,C1CCCCCCCC(=O)CCCCCCC1
308,Ambrosial,Musk,2986-54-1,"Cyclododecane, methoxy-",COC1CCCCCCCCCCC1
309,Ambrosial,Musk,3661-77-6,Cycloheptadecanone,C1CCCCCCCCC(=O)CCCCCCC1
310,Ambrosial,Musk,4941-78-0,"Oxacyclohexadec-13-en-2-one, (13Z)-",C1CCCCCC(=O)OCC/C=C\CCCC1
311,Ambrosial,Musk,10361-39-4,Benzyl valerate,CCCCC(=O)OCC1=CC=CC=C1
312,Ambrosial,Musk,21145-77-7,Tonalid,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C
313,Ambrosial,Musk,21280-29-5,"3,8a-Ethano-8aH-1-benzopyran-2(3H)-one, hexahydro-3,5,5-trimethyl-",CC1(CCCC23C1CC(CC2)(C(=O)O3)C)C
314,Ambrosial,Musk,25225-10-9,"1-(3,3-Dimethylcyclohexyl)ethyl acetate",CC(C1CCCC(C1)(C)C)OC(=O)C
315,Ambrosial,Musk,1222-05-5,Galaxolide,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C
316,Ambrosial,Musk,68140-48-7,Traseolide,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C
317,Ambrosial,Musk,1222-05-5,Galaxolide,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C
318,Ambrosial,Musk,33704-61-9,Cashmeran,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C
319,Ambrosial,Musk,57345-19-4,"5H-3,5a-Epoxynaphth[2,1-c]oxepin, dodecahydro-3,8,8,11a-
tetramethyl-",
320,Ambrosial,Musk,1153-51-1,Androstenol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CC[C@H](C4)O)C
321,Ambrosial,Musk,1922-67-4,"3,4,6,7,8,9-Hexahydro-4,6,6,9,9-pentamethyl-1H-naphtho[2,3-c]pyran",CC1COCC2=CC3=C(C=C12)C(CCC3(C)C)(C)C
322,Ambrosial,Musk,67919-67-9,"2H-4,7a-Ethanonaphth[1,2-b]oxirene, octahydro-3a,4,7b-trimethyl-",CC12CCCC3(C1(CCC4C3(O4)C)C)CC2
323,Ambrosial,Musk,3738-00-9,Ambrox,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
324,Ambrosial,Musk,4755-83-3,"1-(2,3-Dihydro-1,1,2,3,3-pentamethyl-1H-inden-5-yl)ethan-1-one",CC1C(C2=C(C1(C)C)C=C(C=C2)C(=O)C)(C)C
325,Ambrosial,Musk,68132-80-9,"Hexanoic acid, methyl-, 2-propen-1-yl ester",CCC(C)(C)CCCC(=O)OCC=C
326,Ambrosial,Musk,68901-22-4,"4-[(3,3-Dimethylbicyclo[2.2.1]hept-2-yl)methyl]-2-methylcyclohexan-1
one",
327,Ambrosial,Musk,35234-25-4,Ethyl 5-acetoxyoctanoate,CCCC(CCCC(=O)OCC)OC(=O)C
328,Ambrosial,Musk,281-705-2,Cyclopentenyl propionate musk,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C
329,Ambrosial,Musk,26896-48-0,Tricyclodecanedimethanol,C1CC2C3CC(C2C1CO)CC3CO
330,Ambrosial,Musk,37514-30-0,1-Methoxy-1-methylcyclododecane,CC1(CCCCCCCCCCC1)OC
331,Ambrosial,Musk,41199-19-3,"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethyl-2-naphthol",CC1(CCC=C2C1CCC(C2)(C)O)C
332,Ambrosial,Musk,23513-15-7,(10)-Gingerol,CCCCCCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O
333,Ambrosial,Musk,89780-06-3,"2-Naphthalenecarboxaldehyde, 5,6,7,8-tetrahydro-1-methoxy-3,5,5,8,8-
pentamethyl-",
334,Ambrosial,Musk,65588-69-4,"6,6,9a-Trimethyl-1,2,3a,4,5,5a,7,8,9,9b-
decahydrobenzo[e][1]benzofuran",
335,Ambrosial,Musk,106-02-5,Oxacyclohexadecan-2-one,C1CCCCCCCOC(=O)CCCCCC1
336,Ambrosial,Musk,CAS-1,"1,3-Dioxacyclohexadecane-4,16-dione",C1CCCCCC(=O)OCOC(=O)CCCCC1
337,Ambrosial,Musk,131812-67-4,"1,3-Dioxolane, 2,4-dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-
2-naphthalenyl)-",
338,Ambrosial,Musk,38223-29-9,"Oxacyclohexadecane-2,13-dione",C1CCCCCC(=O)OCCCC(=O)CCCC1
339,Ambrosial,Musk,7779-50-2,(7E)-1-Oxacycloheptadec-7-en-2-one,C1CCCCC=CCCCCC(=O)OCCCC1
340,Ambrosial,Musk,542-46-1,Civetone,C1CCC/C=C\CCCCCCCC(=O)CCC1
341,Ambrosial,Musk,28645-51-4,Isoambrettolide,C1CCC/C=C\CCCCCCOC(=O)CCC1
342,Ambrosial,Musk,37609-25-9,5-Cyclohexadecenone,C1CCCCCC(=O)CCC/C=C\CCCC1
343,Ambrosial,Musk,7779-50-2,Ambrettolide,C1CCCCOC(=O)CCCCC/C=C\CCC1
344,Ambrosial,Musk,7784-98-7,Methyl-delta-ionone,CCC(=O)/C=C/C1C(C=CCC1(C)C)C
345,Ambrosial,Musk,7779-50-2,Oxacycloheptadec-7-en-2-one,C1CCCCC=CCCCCC(=O)OCCCC1
346,Ambrosial,Musk,40785-62-4,"1,3,3a,4,5,6,7,8,9,10,11,13a-Dodecahydrocyclododeca[c]furan",C1CCCCC2COCC2/C=C\CCC1
347,Ambrosial,Musk,3100-36-5,8-Cyclohexadecenone,C1CCCC=CCCCCCCC(=O)CCC1
348,Ambrosial,Musk,14595-54-1,Cyclopentadec-4-en-1-one,C1CCCCCC(=O)CC/C=C\CCCC1
349,Ambrosial,Musk,67801-20-1,Ebanol,CC1=CCC(C1(C)C)/C=C/C(C)C(C)O
350,Ambrosial,Musk,28371-99-5,"Ethanone, 1-(2,6,10-trimethyl-2,5,9-cyclododecatrien-1-yl)-",CC1=CCCC(=CCC=C(C(CC1)C(=O)C)C)C
351,Ambrosial,Musk,28219-60-5,"2-Methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol",CC1=CCC(C1(C)C)CC=C(C)CO
352,Ambrosial,Musk,80449-58-7,"(1Z)-1-[(1S,5S,7R,8R)-6,6,8-Trimethyl-2-
tricyclo[5.3.1.01,5]undecanylidene]propan-2-one",
353,Ambrosial,Musk,111879-81-3,(13Z)-Oxacyclohexadecen-2-one,C1CCCCCC(=O)OCC/C=C\CCCC1
354,Ambrosial,Musk,10403-00-6,"Cyclopentadecanone, 3-methyl-, (3R)-",C[C@@H]1CCCCCCCCCCCCC(=O)C1
355,Ambrosial,Musk,118562-73-5,2-Cyclododecylpropan-1-ol,CC(CO)C1CCCCCCCCCCC1
356,Ambrosial,Musk,111879-80-2,"Oxacyclohexadec-12-en-2-one, (12E)-",C1CCCC/C=C/CCCOC(=O)CCCC1
357,Ambrosial,Musk,259854-71-2,CID 11855994,
358,Ambrosial,Musk,477218-42-1,"Cyclopropanecarboxylic acid, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-
methylpropyl ester",
359,Ambrosial,Musk,34902-57-3,Habanolide,C1CCCCCCOC(=O)/C=C/CCCCC1
360,Ambrosial,Musk,77189-02-7,"2,5-Dicyclopentyl cyclopentanol",C1CCC(C1)C2CCC(C2O)C3CCCC3
361,Ambrosial,Musk,141773-73-1,"1-Propanol, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methyl-, 1-
propanoate",
362,Ambrosial,Musk,32388-55-9,"1-((3R,3Ar,7R,8aS)-3,6,8,8-Tetramethyl-2,3,4,7,8,8a-hexahydro-1H-
3a,7-methanoazulen-5-yl)ethanone",
363,Ambrosial,Musk,2550-59-6,(7E)-Cyclohexadec-7-en-1-one,
364,Ambrosial,Musk,236391-76-7,"Acetic acid, 2-(1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester",CCC(=O)OCC(=O)OC(C)C1CCCC(C1)(C)C
365,Ambrosial,Musk,82356-51-2,Methylcyclopentadecenone,C/C/1=C/CCCCCCCCCCCCC1=O
366,Ambrosial,Musk,259854-70-1,CID 66823518,
367,Ambrosial,Musk,476332-65-7,"Decahydro-2,2,6,6,7,8,8-heptamethyl-2H-indeno(4,5-b)furan",CC1C(C2CCC3CC(OC3C2C1(C)C)(C)C)(C)C
368,Ammonia,Ammonia,7664-41-7,Ammonia,N
369,Ammonia,Ammonia,64-04-0,Phenethylamine,C1=CC=C(C=C1)CCN
370,Ammonia,Ammonia,110-86-1,Pyridine,C1=CC=NC=C1
371,Ammonia,Ammonia,110-85-0,Piperazine,C1CNCCN1
372,Ammonia,Ammonia,2075-04-07 00:00:00,Ethylamine,CCN
373,Ammonia,Ammonia,75-31-0,Isopropylamine,CC(C)N
374,Ammonia,Ammonia,102-69-2,Tripropylamine,CCCN(CCC)CCC
375,Ammonia,Ammonia,107-10-8,Propylamine,CCCN
376,Ammonia,Ammonia,107-85-7,Isoamylamine,CC(C)CCN
377,Ammonia,Ammonia,108-48-5,"2,6-Dimethylpyridine",CC1=NC(=CC=C1)C
378,Ammonia,Ammonia,109-05-7,2-Methylpiperidine,CC1CCCCN1
379,Ammonia,Ammonia,109-73-9,Butylamine,CCCCN
380,Ammonia,Ammonia,109-89-7,Diethylamine,CCNCC
381,Ammonia,Ammonia,110-58-7,Amylamine,CCCCCN
382,Ammonia,Ammonia,110-89-4,Piperidine,C1CCNCC1
383,Ammonia,Ammonia,111-26-2,Hexylamine,CCCCCCN
384,Ammonia,Ammonia,120-94-5,1-Methylpyrrolidine,CN1CCCC1
385,Ammonia,Ammonia,121-44-8,Triethylamine,
386,Ammonia,Ammonia,140-67-0,Estragole,COC1=CC=C(C=C1)CC=C
387,Ammonia,Ammonia,1336-21-6,Ammonium hydroxide,[NH4+].[OH-]
388,Ammonia,Ammonia,13952-84-6,Sec-butylamine,CCC(C)N
389,Ammonia,Ammonia,123-75-1,Pyrrolidine,C1CCNC1
390,Ammonia,Ammonia,3581-91-7,"4,5-Dimethylthiazole",CC1=C(SC=N1)C
391,Ammonia,Ammonia,5724-81-2,1-Pyrroline,C1CC=NC1
392,Ammonia,Ammonia,19342-01-9,"(R)-(+)-N,N-Dimethyl-1-phenylethylamine",C[C@H](C1=CC=CC=C1)N(C)C
393,Ammonia,Ammonia,5287-45-6,3-Methyl-2-butene-1-thiol,CC(=CCS)C
394,Ammonia,Ammonia,55041-85-5,"5-Acetyl-2,3-dihydro-1H-pyrrolizine",CC(=O)C1=CC=C2N1CCC2
395,Ammonia,Ammonia,124-40-3,Dimethylamine,CNC
396,Ammonia,Ammonia,74-89-5,Methylamine,CN
397,Ammonia,Fishy,78-96-6,1-Aminopropan-2-ol,
398,Ammonia,Fishy,120-72-9,Indole,C1=CC=C2C(=C1)C=CN2
399,Ammonia,Fishy,64-04-0,Phenethylamine,C1=CC=C(C=C1)CCN
400,Ammonia,Fishy,110-86-1,Pyridine,C1=CC=NC=C1
401,Ammonia,Fishy,75-18-3,Dimethyl sulfide,CSC
402,Ammonia,Fishy,1184-78-7,Trimethylamine oxide,C[N+](C)(C)[O-]
403,Ammonia,Fishy,75-50-3,Trimethylamine,CN(C)C
404,Ammonia,Fishy,2075-04-07 00:00:00,Ethylamine,CCN
405,Ammonia,Fishy,75-31-0,Isopropylamine,CC(C)N
406,Ammonia,Fishy,78-81-9,Isobutylamine,CC(C)CN
407,Ammonia,Fishy,96-15-1,2-Methylbutylamine,CCC(C)CN
408,Ammonia,Fishy,2098-02-02 00:00:00,Furfuryl mercaptan,C1=COC(=C1)CS
409,Ammonia,Fishy,102-69-2,Tripropylamine,CCCN(CCC)CCC
410,Ammonia,Fishy,107-87-9,2-Pentanone,CCCC(=O)C
411,Ammonia,Fishy,108-48-5,"2,6-Dimethylpyridine",CC1=NC(=CC=C1)C
412,Ammonia,Fishy,108-75-8,"2,4,6-Trimethylpyridine",CC1=CC(=NC(=C1)C)C
413,Ammonia,Fishy,109-05-7,2-Methylpiperidine,CC1CCCCN1
414,Ammonia,Fishy,109-73-9,Butylamine,CCCCN
415,Ammonia,Fishy,109-89-7,Diethylamine,CCNCC
416,Ammonia,Fishy,110-58-7,Amylamine,CCCCCN
417,Ammonia,Fishy,110-89-4,Piperidine,C1CCNCC1
418,Ammonia,Fishy,111-26-2,Hexylamine,CCCCCCN
419,Ammonia,Fishy,121-44-8,Triethylamine,CCN(CC)CC
420,Ammonia,Fishy,288-47-1,Thiazole,C1=CSC=N1
421,Ammonia,Fishy,505-29-3,"1,4-Dithiane",C1CSCCS1
422,Ammonia,Fishy,1629-58-9,Ethyl vinyl ketone,CCC(=O)C=C
423,Ammonia,Fishy,2785-87-7,2-Methoxy-4-propylphenol,CCCC1=CC(=C(C=C1)O)OC
424,Ammonia,Fishy,3268-49-3,3-(Methylthio)propionaldehyde,CSCCC=O
425,Ammonia,Fishy,3391-86-4,1-Octen-3-OL,CCCCCC(C=C)O
426,Ammonia,Fishy,3658-80-8,Dimethyl trisulfide,CSSSC
427,Ammonia,Fishy,13952-84-6,Sec-butylamine,CCC(C)N
428,Ammonia,Fishy,16491-54-6,1-Octen-3-yl butyrate,CCCCCC(C=C)OC(=O)CCC
429,Ammonia,Fishy,20662-84-4,"2,4,5-Trimethyloxazole",CC1=C(OC(=N1)C)C
430,Ammonia,Fishy,123-75-1,Pyrrolidine,C1CCNC1
431,Ammonia,Fishy,124-19-6,Nonanal,CCCCCCCCC=O
432,Ammonia,Fishy,124-25-4,Tetradecanal,CCCCCCCCCCCCCC=O
433,Ammonia,Fishy,126-64-7,Linalyl benzoate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C
434,Ammonia,Fishy,24050-16-6,2-Methylthiazolidine,CC1NCCS1
435,Ammonia,Fishy,28588-74-1,2-Methyl-3-furanthiol,CC1=C(C=CO1)S
436,Ammonia,Fishy,4312-99-6,1-Octen-3-one,CCCCCC(=O)C=C
437,Ammonia,Fishy,13678-58-5,1-(Methylthio)-2-butanone,CCC(=O)CSC
438,Ammonia,Fishy,16630-52-7,3-(Methylthio)butanal,CC(CC=O)SC
439,Ammonia,Fishy,57500-00-2,Methyl furfuryl disulfide,CSSCC1=CC=CO1
440,Ammonia,Fishy,3581-91-7,"4,5-Dimethylthiazole",CC1=C(SC=N1)C
441,Ammonia,Fishy,6258-63-5,2-Thiophenemethanethiol,C1=CSC(=C1)CS
442,Ammonia,Fishy,19342-01-9,"(R)-(+)-N,N-Dimethyl-1-phenylethylamine",C[C@H](C1=CC=CC=C1)N(C)C
443,Ammonia,Fishy,35448-31-8,"1-Butanamine, 3-methyl-N-(3-methylbutylidene)-",CC(C)CCN=CCC(C)C
444,Ammonia,Fishy,19224-26-1,Propylene glycol dibenzoate,CC(COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
445,Ammonia,Fishy,19961-52-5,5-Ethyl-2-methylthiazole,CCC1=CN=C(S1)C
446,Ammonia,Fishy,133447-37-7,2-Propionyl-1-pyrroline,CCC(=O)C1=NCCC1
447,Ammonia,Fishy,625-33-2,3-Penten-2-one,C/C=C/C(=O)C
448,Ammonia,Fishy,5910-87-2,"trans,trans-2,4-Nonadienal",CCCC/C=C/C=C/C=O
449,Ammonia,Fishy,7367-83-1,Methyl (Z)-4-decenoate,CCCCC/C=C\CCC(=O)OC
450,Ammonia,Fishy,64275-73-6,cis-5-Octen-1-ol,CC/C=C\CCCCO
451,Ammonia,Fishy,6728-31-0,cis-4-Heptenal,CC/C=C\CCC=O
452,Ammonia,Fishy,76649-25-7,"trans,cis-3,6-Nonadien-1-ol",CC/C=C\C/C=C/CCO
453,Ammonia,Fishy,18492-65-4,4-Heptenal diethyl acetal,CC/C=C\CCC(OCC)OCC
454,Ammonia,Fishy,131671-56-2,4-Ethyl-6-hepten-3-one,CCC(CC=C)C(=O)CC
455,Ammonia,Fishy,56805-23-3,"(3E,6Z)-3,6-Nonadien-1-ol",CC/C=C\C/C=C/CCO
456,Ammonia,Fishy,105450-79-1,"4-Octen-1-ol, acetate, (Z)-",
457,Ammonia,Fishy,124-40-3,Dimethylamine,CNC
458,Ammonia,Fishy,74-89-5,Methylamine,CN
459,Aromatic,Aromatic,71-43-2,Benzene,C1=CC=CC=C1
460,Aromatic,Aromatic,119-36-8,Methyl salicylate,COC(=O)C1=CC=CC=C1O
461,Aromatic,Aromatic,80-62-6,Methyl methacrylate,CC(=C)C(=O)OC
462,Aromatic,Aromatic,93-55-0,Propiophenone,CCC(=O)C1=CC=CC=C1
463,Aromatic,Aromatic,326-61-4,Piperonyl acetate,CC(=O)OCC1=CC2=C(C=C1)OCO2
464,Aromatic,Aromatic,536-59-4,Perillyl alcohol,CC(=C)C1CCC(=CC1)CO
465,Aromatic,Aromatic,3848-24-6,"2,3-Hexanedione",CCCC(=O)C(=O)C
466,Aromatic,Aromatic,138-86-3,Limonene,CC1=CCC(CC1)C(=C)C
467,Aromatic,Aromatic,123-63-7,Paraldehyde,CC1OC(OC(O1)C)C
468,Aromatic,Aromatic,126-64-7,Linalyl benzoate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C
469,Aromatic,Aromatic,6304-24-1,2-Isobutylpyridine,CC(C)CC1=CC=CC=N1
470,Aromatic,Aromatic,14159-61-6,3-Isobutylpyridine,CC(C)CC1=CN=CC=C1
471,Aromatic,Aromatic,3386-97-8,3-Butenyl isothiocyanate,C=CCCN=C=S
472,Aromatic,Aromatic,7785-70-8,(+)-alpha-Pinene,CC1=CC[C@@H]2C[C@H]1C2(C)C
473,Aromatic,Aromatic,6297-41-2,Butyl 2-methylvalerate,CCCCOC(=O)C(C)CCC
474,Aromatic,Aromatic,67952-60-7,2-(Methyldithio)isobutyraldehyde,CC(C)(C=O)SSC
475,Aromatic,Aromatic,71566-53-5,"3-Ethyl-8,11(or 9,11)-dimethyl-2,4-dioxaspiro(5.5)undec-8-ene",CCC1OCC2(CC(=CCC2C)C)CO1
476,Aromatic,Aromatic,14371-10-9,Cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O
477,Aromatic,Aromatic,564-20-5,Sclareolide,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C
478,Aromatic,Aromatic,84642-57-9,"2-[(3,3,5-Trimethylcyclohexyl)acetyl]cyclopentan-1-one",CC1CC(CC(C1)(C)C)CC(=O)C2CCCC2=O
479,Aromatic,Aromatic,102-22-7,Geranyl phenylacetate,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C
480,Aromatic,Aromatic,71159-90-5,1-p-Menthene-8-thiol,CC1=CCC(CC1)C(C)(C)S
481,Aromatic,Aromatic,81752-87-6,"Cyclohexanecarboxylic acid, 2,2-dimethyl-6-methylene-, methyl ester",CC1(CCCC(=C)C1C(=O)OC)C
482,Aromatic,Aromatic,54300-10-6,"1-(5,6-Dimethylpyrazin-2-yl)ethanone",CC1=NC=C(N=C1C)C(=O)C
483,Aromatic,Aromatic,32669-00-4,"Ethanone, 1-(3-cycloocten-1-yl)-",CC(=O)C1CCCC/C=C\C1
484,Aromatic,Clove,7786-61-0,2-Methoxy-4-vinylphenol,COC1=C(C=CC(=C1)C=C)O
485,Aromatic,Clove,97-53-0,Eugenol,COC1=C(C=CC(=C1)CC=C)O
486,Aromatic,Clove,93-15-2,Methyleugenol,COC1=C(C=C(C=C1)CC=C)OC
487,Aromatic,Clove,93-16-3,Methyl isoeugenol,C/C=C/C1=CC(=C(C=C1)OC)OC
488,Aromatic,Clove,93-28-7,Acetyleugenol,CC(=O)OC1=C(C=C(C=C1)CC=C)OC
489,Aromatic,Clove,93-29-8,Isoeugenyl acetate,C/C=C/C1=CC(=C(C=C1)OC(=O)C)OC
490,Aromatic,Clove,93-51-6,2-Methoxy-4-methylphenol,CC1=CC(=C(C=C1)O)OC
491,Aromatic,Clove,104-53-0,3-Phenylpropanal,C1=CC=C(C=C1)CCC=O
492,Aromatic,Clove,2111-75-3,Perillaldehyde,CC(=C)C1CCC(=CC1)C=O
493,Aromatic,Clove,2785-87-7,2-Methoxy-4-propylphenol,CCCC1=CC(=C(C=C1)O)OC
494,Aromatic,Clove,122-48-5,Zingerone,CC(=O)CCC1=CC(=C(C=C1)O)OC
495,Aromatic,Clove,613-70-7,2-Methoxyphenyl acetate,CC(=O)OC1=CC=CC=C1OC
496,Aromatic,Clove,531-26-0,Eugenyl benzoate,COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2
497,Aromatic,Clove,1195-32-0,1-Methyl-4-(prop-1-en-2-yl)benzene,CC1=CC=C(C=C1)C(=C)C
498,Aromatic,Clove,2785-89-9,4-Ethyl-2-methoxyphenol,CCC1=CC(=C(C=C1)O)OC
499,Aromatic,Clove,67859-96-5,"3,3,5-Trimethylcyclohexyl acetate",CC1CC(CC(C1)(C)C)OC(=O)C
500,Aromatic,Clove,68527-76-4,"2-Ethoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol",CCOC1=C(C=CC(=C1)C2OCC(O2)C)O
501,Aromatic,Clove,6638-05--7,"2,6-Dimethoxy-4-methylphenol",CC1=CC(=C(C(=C1)OC)O)OC
502,Aromatic,Clove,4602-84-0,Farnesol,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C
503,Aromatic,Clove,14371-10-9,Cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O
504,Aromatic,Clove,93-16-3,Methylisoeugenol,C/C=C/C1=CC(=C(C=C1)OC)OC
505,Aromatic,Clove,97-54-1,Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC
506,Aromatic,Clove,5912-86-7,cis-Isoeugenol,C/C=C\C1=CC(=C(C=C1)O)OC
507,Aromatic,Clove,6380-24-1,Isoeugenyl methyl ether,C/C=C\C1=CC(=C(C=C1)OC)OC
508,Aromatic,Clove,61114-24-7,Eugenyl isovalerate,CC(C)CC(=O)OC1=C(C=C(C=C1)CC=C)OC
509,Aromatic,Clove,87-44-5,beta-Caryophyllene,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
510,Aromatic,Clove,13877-93-5,"(4Z)-4,11,11-Trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",C/C/1=C/CCC(=C)C2CC(C2CC1)(C)C
511,Aromatic,Clove,623-18-7,Methyl furfuracrylate,COC(=O)/C=C/C1=CC=CO1
512,Aromatic,Clove,7784-67-0,Ethyl isoeugenol,CCOC1=C(C=C(C=C1)/C=C/C)OC
513,Aromatic,Clove,7774-96-1,(E)-Isoeugenyl formate,C/C=C/C1=CC(=C(C=C1)OC=O)OC
514,Aromatic,Clove,120-24-1,Isoeugenyl phenylacetate,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC
515,Aromatic,Clove,10484-36-3,Amyl isoeugenol,CCCCCOC1=C(C=C(C=C1)/C=C/C)OC
516,Aromatic,Clove,5595-79-9,2-Ethoxy-4-(methoxymethyl)phenol,CCOC1=C(C=CC(=C1)COC)O
517,Aromatic,Clove,24276-84-4,Sodium ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)[O-])O.[Na+]
518,Aromatic,Herbal,536-60-7,4-Isopropylbenzyl alcohol,CC(C)C1=CC=C(C=C1)CO
519,Aromatic,Herbal,122-03-2,4-Isopropylbenzaldehyde,CC(C)C1=CC=C(C=C1)C=O
520,Aromatic,Herbal,95-48-7,o-Cresol,CC1=CC=CC=C1O
521,Aromatic,Herbal,119-84-6,"3,4-Dihydrocoumarin",C1CC(=O)OC2=CC=CC=C21
522,Aromatic,Herbal,103-82-2,Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O
523,Aromatic,Herbal,120-51-4,Benzyl benzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
524,Aromatic,Herbal,470-82-6,Eucalyptol,CC1(C2CCC(O1)(CC2)C)C
525,Aromatic,Herbal,119-61-9,Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
526,Aromatic,Herbal,119-36-8,Methyl salicylate,COC(=O)C1=CC=CC=C1O
527,Aromatic,Herbal,125-12-2,Bornyl acetate,CC(=O)OC1CC2CCC1(C2(C)C)C
528,Aromatic,Herbal,77-90-7,Acetyl tributyl citrate,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C
529,Aromatic,Herbal,78-59-1,Isophorone,CC1=CC(=O)CC(C1)(C)C
530,Aromatic,Herbal,79-92-5,Camphene,CC1(C2CCC(C2)C1=C)C
531,Aromatic,Herbal,58985-18-5,p-Menthan-8-yl acetate,CC1CCC(CC1)C(C)(C)OC(=O)C
532,Aromatic,Herbal,80-56-8,alpha-Pinene,CC1=CCC2CC1C2(C)C
533,Aromatic,Herbal,87-19-4,Isobutyl salicylate,CC(C)COC(=O)C1=CC=CC=C1O
534,Aromatic,Herbal,87-20-7,Isoamyl salicylate,CC(C)CCOC(=O)C1=CC=CC=C1O
535,Aromatic,Herbal,87-25-2,Ethyl anthranilate,CCOC(=O)C1=CC=CC=C1N
536,Aromatic,Herbal,58615-39-7,Piperitone,CC1=CC(=O)C(CC1)C(C)C
537,Aromatic,Herbal,89-82-7,p-Menth-4(8)-en-3-one,CC1CCC(=C(C)C)C(=O)C1
538,Aromatic,Herbal,89-83-8,Thymol,CC1=CC(=C(C=C1)C(C)C)O
539,Aromatic,Herbal,2090-02-08 00:00:00,Salicylaldehyde,C1=CC=C(C(=C1)C=O)O
